token_seq,target_comment
"function hasClaims ( address _holder ) public view returns ( bool ) { uint256 lastTransaction = lastTransactionAt ( _holder ) ; for ( uint256 i = 0 ; i < claimables . length ; i ++ ) { if ( claimables [ i ] . hasClaimsSince ( _holder , lastTransaction ) ) { return true ; } } return false ; }",Returns true if there are any claims associated to this token to be made at this time for the _holder.
function finishMintingRestricted ( address _minter ) public onlyOwner returns ( bool ) { return finishMintingInternal ( _minter ) ; },Update this contract minting to finish.
"function changeIcoCap ( uint256 _icoCap ) public onlyOwner { require ( _icoCap > 0 ) ; IcoCapChanged ( owner , _icoCap ) ; icoCap = _icoCap ; }",Used to change ICO cap in case the hard cap has been reached.
"function _transferAdministration ( address newAdmin ) internal { require ( newAdmin != address ( 0 ) ) ; require ( newAdmin != address ( this ) ) ; emit AdministrationTransferred ( _admin , newAdmin ) ; _admin = newAdmin ; }",Transfers admin control of the contract to a newAdmin.
"function adminSetLock ( bool _lock , bool _allowPurchase ) public onlyAdmin { if ( _lock ) { if ( _allowPurchase ) systemLock = LOCK_NO_LISTING ; else systemLock = LOCK_REMOVE_ONLY ; } else { systemLock = LOCK_NONE ; } }",Only the market admin can access this function.
"function allocatePrivateToken ( address [ ] _privateFundingAddress , uint256 [ ] _amount ) public onlyOwner { require ( _privateFundingAddress . length == _amount . length ) ; for ( uint256 i = 0 ; i < _privateFundingAddress . length ; i ++ ) { address owner = _privateFundingAddress [ i ] ; uint256 value = _amount [ i ] ; privateFundingSupply = privateFundingSupply . add ( value ) ; require ( privateFundingSupply <= privateFundSupply ) ; mintTokens ( owner , value ) ; } }",Allocate token for Private Address.
function changeBlockedTimeForBountyTokens ( uint256 _blockedTime ) onlyOwner public { token . changeBlockedTimeForBountyTokens ( _blockedTime ) ; },Called by owner for changing blockedTimeForBountyTokens.
function Authorizable ( ) internal { authorizers . length = 2 ; authorizers [ 1 ] = msg . sender ; authorizerIndex [ msg . sender ] = 1 ; },Contructor that authorizes the msg.sender.
function hasEnded ( ) public constant returns ( bool ) { return now > SALE_END_TIME ; },Returns true if the public sale has ended.
"function isValidBet ( uint8 _gameType , uint _betNum , uint _betValue ) public pure returns ( bool ) { return ( ( _gameType == GAME_TYPE_DICE ) && ( _betNum > 0 && _betNum < DICE_RANGE ) && ( MIN_BET_VALUE <= _betValue && _betValue <= MAX_BET_VALUE ) ) ; }",Check if bet is valid.
function totalContrib ( address _contributor ) public view returns ( uint contribution ) { for ( uint i = 0 ; i < contributorBidIDs [ _contributor ] . length ; ++ i ) contribution += bids [ contributorBidIDs [ _contributor ] [ i ] ] . contrib ; },Get the total contribution of an address.
function averageGen0SalePrice ( ) external view returns ( uint256 ) { uint256 sum = 0 ; for ( uint256 i = 0 ; i < 5 ; i ++ ) { sum = sum . add ( lastGen0SalePrices [ i ] ) ; } return sum / 5 ; },Gives the new average Generation 0 sale price after each Generation 0 Kydy sale.
"function sendProfits ( uint [ ] _gameHash , uint256 [ ] _profitAmount ) public onlyCoOwner2 onlyStarted { for ( uint i = 0 ; i < _gameHash . length ; i ++ ) { sendProfit ( _gameHash [ i ] , _profitAmount [ i ] ) ; } }",Process send profit in game.
function getRate ( string memory _symbol ) public view returns ( uint ) { return rates [ keccak256 ( abi . encodePacked ( _symbol ) ) ] ; },Allows the anyone to read the current rate.
"function mint ( address _to , uint256 _amount ) public onlyAdmin { require ( _amount > 0 , INVALID_TOKEN_VALUES ) ; balances [ _to ] = balances [ _to ] . add ( _amount ) ; totalSupply_ = totalSupply_ . add ( _amount ) ; emit Mint ( _to , _amount ) ; }",Mint a specified amount of tokens to the Admin address. Only available to the Admin.
"function withdraw ( address _recipient , address _referralAddress , address _transitAddress , uint8 _keyV , bytes32 _keyR , bytes32 _keyS , uint8 _recipientV , bytes32 _recipientR , bytes32 _recipientS ) public whenNotPaused whenNotStopped returns ( bool success ) { require ( checkWithdrawal ( _recipient , _referralAddress , _transitAddress , _keyV , _keyR , _keyS , _recipientV , _recipientR , _recipientS ) ) ; // save to state that address was used usedTransitAddresses [ _transitAddress ] = true ; // send tokens if ( CLAIM_AMOUNT > 0 && TOKEN_ADDRESS != 0x0000000000000000000000000000000000000000 ) { StandardToken token = StandardToken ( TOKEN_ADDRESS ) ; token . transferFrom ( AIRDROPPER , _recipient , CLAIM_AMOUNT ) ; } // send tokens to the address who refferred the airdrop if ( REFERRAL_AMOUNT > 0 && _referralAddress != 0x0000000000000000000000000000000000000000 ) { token . transferFrom ( AIRDROPPER , _referralAddress , REFERRAL_AMOUNT ) ; } // send ether (if needed) if ( CLAIM_AMOUNT_ETH > 0 ) { _recipient . transfer ( CLAIM_AMOUNT_ETH ) ; } return true ; }",Withdraw tokens to receiver address if withdraw params are correct.
function setChallengeCooldownTime ( uint _newChallengeCooldownTime ) onlyOwner external { challengeCooldownTime = _newChallengeCooldownTime ; },Updates the challenge cooldown time.
function ownerSetGameName ( string _name ) ownerOnly public { gameName = _name ; },Sets the name of the game.
"function setCurrentRewardTokens ( ) external onlyRoundsManager whenSystemNotPaused { setInflation ( ) ; // Set mintable tokens based upon current inflation and current total token supply currentMintableTokens = MathUtils . percOf ( livepeerToken ( ) . totalSupply ( ) , inflation ) ; currentMintedTokens = 0 ; SetCurrentRewardTokens ( currentMintableTokens , inflation ) ; }",Set inflation and mintable tokens for the round. Only callable by the RoundsManager.
"function profileOf ( address _trader , bytes32 _strategyID ) public view returns ( address ) { return traderProfile [ _trader ] [ _strategyID ] ; }",Gets the trade profile address of the specified trader address.
"function withdrawERC20 ( address _token ) public onlyOwner returns ( bool res ) { uint256 value = ERC20StdToken ( _token ) . balanceOf ( address ( this ) ) ; ERC20StdToken ( _token ) . transfer ( owner , value ) ; return true ; }",Withdraws any accidentally sent ERC20 token from contract to owner.
function calcRoundLosingHorsesEth ( uint256 _round ) view returns ( uint256 ret ) { for ( uint8 i = H1 ; i <= H4 ; i ++ ) { if ( rounds_ [ _round ] . winner != i ) { ret = ret . add ( rounds_ [ _round ] . eth [ i ] ) ; } } },Calculate total eth from all horses except the winner.
function unmintedTokens ( ) onlyOwner view public returns ( uint256 tokens ) { return _unmintedTokens ; },Returns the number of unminted token.
function heartbeat ( ) public onlyOwner { OwnerHeartbeated ( owner ) ; timeOfDeath_ = 0 ; },Owner can send a heartbeat if they were mistakenly pronounced dead.
function _toMill ( uint256 _weiAmount ) internal returns ( uint256 ) { return _weiAmount . div ( millWeiRate ) ; },Returns the amount in USD mill given ETH wei.
function isStoreSet ( string _appNickname ) public constant returns ( bool ) { return __appIds [ _appNickname ] != 0 ; },Allows other contracts to check if a store is set.
function unpauseContract ( ) external onlyAllowedManager ( 'unpause_contract' ) whenContractPaused { paused = false ; UnpauseEvent ( ) ; },"Called by the manager to unpause, returns to normal state."
"function setTokenSeed ( uint256 _tokenId , string _seed ) public onlyApprovedContractAddresses { tokenToMetaData [ _tokenId ] . seed = _seed ; emit SeedChange ( uint ( _tokenId ) , string ( _seed ) ) ; }",Sets the seed of a given token.
function vreoSaleOngoing ( ) public view returns ( bool ) { return VREO_SALE_OPENING_TIME <= now && now <= VREO_SALE_CLOSING_TIME ; },Is the Vreo main sale ongoing?
"function addTimelock ( address _beneficary , uint256 _timestamp ) public onlyOwner { _addTimelock ( _beneficary , _timestamp ) ; }",Allows the owner to timelock token belonging to beneficary.
function balanceOfLocked ( address _owner ) public view returns ( uint256 ) { address [ ] memory timelockAddrs = balancesLocked [ _owner ] ; uint256 totalLockedBalance = 0 ; for ( uint i = 0 ; i < timelockAddrs . length ; i ++ ) { totalLockedBalance = totalLockedBalance . add ( balances [ timelockAddrs [ i ] ] ) ; } return totalLockedBalance ; },Gets the locked balance of the specified address.
"function sendToken ( address beneficiary , address _token ) onlyOwner public { ERC20 token = ERC20 ( _token ) ; uint256 amount = token . balanceOf ( this ) ; require ( amount > 0 ) ; token . transfer ( beneficiary , amount ) ; }",Send erc20 token from this contract.
"function min ( uint256 a , uint256 b ) public pure returns ( uint256 result ) { result = a <= b ? a : b ; }",Returns the lesser of two values.
function closeCrowdsale ( ) public onlyOwner onlyCrowdsalePhase { isCrowdsaleOver = true ; },OnlyOwner to close Crowdsale manually if before endTime.
"function determineReward ( uint _challengeID ) public view returns ( uint ) { require ( ! challenges [ _challengeID ] . resolved && voting . pollEnded ( _challengeID ) ) ; // Edge case, nobody voted, give all tokens to the challenger. if ( voting . getTotalNumberOfTokensForWinningOption ( _challengeID ) == 0 ) { return challenges [ _challengeID ] . stake . mul ( 2 ) ; } return ( challenges [ _challengeID ] . stake ) . mul ( 2 ) . sub ( challenges [ _challengeID ] . rewardPool ) ; }",Determines the number of tokens awarded to the winning party in a challenge.
function whitelistAddresses ( address [ ] _users ) onlyWhitelistAdmin public { for ( uint256 i = 0 ; i < _users . length ; i ++ ) { whitelist [ _users [ i ] ] = true ; } },Add multiple addresses to the whitelist.
function isBurnWallet ( address _burnWalletAddress ) constant public returns ( bool ) { return burnWallets [ _burnWalletAddress ] ; },Checks if a wallet is a burn wallet.
function getAppNickname ( ) external whenAppSet constant returns ( bytes32 ) { return keccak256 ( appNickname ) ; },Returns the keccak256 of the app nickname.
"function giveTickets ( address _user , uint32 _drawDate , uint8 [ ] _balls ) onlyOwner public { require ( ! _results [ _drawDate ] . hadDraws ) ; uint32 [ ] memory _idTickets = new uint32 [ ] ( _balls . length / 5 ) ; uint32 id = idTicket ; for ( uint8 i = 0 ; i < _balls . length ; i += 5 ) { require ( checkRedBall ( _balls [ i + 4 ] ) ) ; require ( checkBall ( _balls [ i ] ) ) ; require ( checkBall ( _balls [ i + 1 ] ) ) ; require ( checkBall ( _balls [ i + 2 ] ) ) ; require ( checkBall ( _balls [ i + 3 ] ) ) ; id ++ ; tickets [ id ] . player = _user ; tickets [ id ] . drawDate = _drawDate ; tickets [ id ] . price = ticketInfo . priceTicket ; tickets [ id ] . redBall = _balls [ i + 4 ] ; tickets [ id ] . ball1 = _balls [ i ] ; tickets [ id ] . ball2 = _balls [ i + 1 ] ; tickets [ id ] . ball3 = _balls [ i + 2 ] ; tickets [ id ] . ball4 = _balls [ i + 3 ] ; _draws [ _drawDate ] . tickets [ _draws [ _drawDate ] . count ] = id ; _draws [ _drawDate ] . count ++ ; _idTickets [ i / 5 ] = id ; } idTicket = id ; emit logBuyTicketSumary ( _user , _idTickets , _drawDate ) ; }",GiveTickets buy ticket and give it to another player.
"function _setAdmin ( address newAdmin ) internal { bytes32 slot = ADMIN_SLOT ; assembly { sstore ( slot , newAdmin ) } }",Sets the address of the proxy admin.
function claimLockedBonusTokens ( address _beneficiary ) public { require ( isFinalized ) ; bonusTokenVault . claimLocked ( _beneficiary ) ; },Claim timelocked bonus tokens from vault after bonus tokens are released.
function lastRoot ( ) public view returns ( bytes32 ) { return roots [ lastTimestamp ] ; },Gets last available merkle root.
"function push ( address beneficiary , uint256 amount ) public onlyOwner { require ( balanceOf [ wallet ] >= amount ) ; // Transfer balanceOf [ wallet ] = balanceOf [ wallet ] . sub ( amount ) ; balanceOf [ beneficiary ] = balanceOf [ beneficiary ] . add ( amount ) ; // Log transfer of tokens CompanyTokenPushed ( beneficiary , amount ) ; Transfer ( wallet , beneficiary , amount ) ; }",Push tokens from treasury stock to specified address.
"function vote ( bool agree , uint256 amount ) external { require ( ERC20Interface ( votingTokenAddr ) . transferFrom ( msg . sender , this , amount ) ) ; uint256 pid = this . getCurrentVoting ( ) ; require ( pid != PROPOSAL_EMPTY ) ; require ( proposals [ pid ] . start_time <= block . timestamp ) ; require ( proposals [ pid ] . end_time >= block . timestamp ) ; if ( deposits [ pid ] [ msg . sender ] == 0 ) { proposals [ pid ] . voter_count = proposals [ pid ] . voter_count . add ( 1 ) ; } deposits [ pid ] [ msg . sender ] = deposits [ pid ] [ msg . sender ] . add ( amount ) ; proposals [ pid ] . votes [ agree ] = proposals [ pid ] . votes [ agree ] . add ( amount ) ; emit Vote ( msg . sender , amount ) ; }",Vote yes or no to current proposal.
"function _updatePurchasingState ( address _account , uint256 weiAmount ) internal { super . _updatePurchasingState ( _account , weiAmount ) ; _contributions [ _account ] = _contributions [ _account ] . add ( weiAmount ) ; }",Extend parent behavior to update _account contributions.
function isUserRegistered ( address account ) public view returns ( bool ) { return ( account != address ( 0 ) ) && users [ account ] . isRegistered ; },Checks if user is a registered user.
"function VLBCrowdsale ( address _tokenAddress , address _vaultAddress ) { require ( _tokenAddress != address ( 0 ) ) ; require ( _vaultAddress != address ( 0 ) ) ; // VLBToken and VLBRefundVault was deployed separately token = VLBToken ( _tokenAddress ) ; vault = VLBRefundVault ( _vaultAddress ) ; }",Crowdsale in the constructor takes addresses of the just deployed VLBToken and VLBRefundVault contracts.
function getCurrentTokenPrice ( ) constant returns ( uint256 currentPrice ) { return 100 ; //bonuses are not implied! },Returns the current token price.
function ChangeMiningReward ( uint256 _amount ) public ownerOnly { MiningRewardPerETHBlock = _amount ; MiningRewardChanged ( _amount ) ; },Change miners reward can only be called by the contract owner.
"function rollOne ( address referral , uint8 number ) external isValidBet ( rewardOne ) bankNotEmpty { require ( isValidNumber ( number ) ) ; bets [ msg . sender ] ++ ; splitTheBet ( referral ) ; uint8 [ 5 ] memory numbers = [ number , 0 , 0 , 0 , 0 ] ; uint8 [ 5 ] memory randoms = [ getRN ( ) , 0 , 0 , 0 , 0 ] ; emit UserBet ( msg . sender , number , 0 , 0 , 0 , 0 ) ; emit DiceRoll ( randoms [ 0 ] , 0 , 0 , 0 , 0 ) ; if ( isWinner ( 1 , numbers , randoms ) ) { rewardTheWinner ( rewardOne ) ; } else { emit Loser ( msg . sender ) ; } }",Roll the dice for numbers.
function unfreeze ( address _account ) public onlyOwner { if ( frozenAccounts [ _account ] . frozen ) { delete frozenAccounts [ _account ] ; } },"Unfreeze account, make transfers from this account available."
function allowWhiteList ( ) onlyOwner whenEveryone { everyoneDisabled = true ; AllowWhiteList ( ) ; },Allows the owner to limit to whitelist users.
"function updateRate ( string _symbol , uint _rate ) public onlyOwner { rates [ sha3 ( _symbol ) ] = _rate ; RateUpdated ( now , sha3 ( _symbol ) , _rate ) ; }",Allows the current owner to update a single rate.
function balanceOf ( address _tokenOwner ) public view returns ( uint256 ) { return balances [ _tokenOwner ] ; },Get the token balance for token owner.
"function approve ( address spender , uint256 tokens ) external isUnlocked isNotCancelled ( msg . sender ) returns ( bool ) { require ( shareholders . exists ( msg . sender ) , ""Must be a shareholder to approve token transfer"" ) ; allowed [ msg . sender ] [ spender ] = tokens ; emit Approval ( msg . sender , spender , tokens ) ; return true ; }",Approve the passed address to spend the specified number of tokens on behalf of msg.sender.
function priceExpired ( ) public view returns ( bool ) { return ( getTime ( ) > priceLastUpdate + maxInterval ) ; },Check that double the update interval has passed since last successful price update.
"function isBetValid ( uint _tokenCount , uint _divRate , bytes _data ) public view returns ( bool ) { uint actual_data ; assembly { actual_data := mload ( add ( _data , 0x20 ) ) } uint40 [ 5 ] memory bets = uintToBetsArray ( actual_data ) ; uint bet2Max = bets [ 0 ] * 2 ; uint bet4Max = bets [ 1 ] * 4 ; uint bet6Max = bets [ 2 ] * 6 ; uint bet10Max = bets [ 3 ] * 10 ; uint bet25Max = bets [ 4 ] * 25 ; uint max = bet2Max ; if ( bet4Max > max ) { max = bet4Max ; } if ( bet6Max > max ) { max = bet6Max ; } if ( bet10Max > max ) { max = bet10Max ; } if ( bet25Max > max ) { max = bet25Max ; } uint minBetDiv = minBet . div ( 1e14 ) ; return ( max * 1e14 <= getMaxProfit ( ) ) && ( ( bets [ 0 ] ) >= minBetDiv || ( bets [ 0 ] ) == 0 ) && ( ( bets [ 1 ] ) >= minBetDiv || ( bets [ 1 ] ) == 0 ) && ( ( bets [ 2 ] ) >= minBetDiv || ( bets [ 2 ] ) == 0 ) && ( ( bets [ 3 ] ) >= minBetDiv || ( bets [ 3 ] ) == 0 ) && ( ( bets [ 4 ] ) >= minBetDiv || ( bets [ 4 ] ) == 0 ) ; }",Determines if a supplied bet is valid.
"function cancel ( ) onlyOwner { if ( ! token . transfer ( owner , bounty ) ) throw ; }","Cancel presale contract by owner, bounty refunded to owner."
function toInt ( RLPItem memory self ) internal constant returns ( int data ) { return int ( toUint ( self ) ) ; },Decode an RLPItem into an int. This will not work if the RLPItem is a list.
function lock ( ) public onlyOwner whenNotLocked { locked = true ; emit Lock ( ) ; },"Allows the owner to locke, triggers locked state."
"function isValidBet ( uint8 _gameType , uint _betNum , uint _betValue ) public view returns ( bool ) { bool validMinBetValue = MIN_BET_VALUE <= _betValue ; bool validMaxBetValue = _betValue <= Games . maxBet ( _gameType , _betNum , MIN_BANKROLL ) ; return validMinBetValue && validMaxBetValue ; }",Check if bet is valid.
function deposit ( address _contributor ) onlyOwner external { require ( state == State . Active || state == State . Success ) ; if ( firstDepositTimestamp == 0 ) { firstDepositTimestamp = now ; } totalDeposited = totalDeposited . add ( msg . value ) ; deposited [ _contributor ] = deposited [ _contributor ] . add ( msg . value ) ; },Called by the sale contract to deposit ether for a contributor.
"function setOwnerCutPerMillion ( uint256 _ownerCutPerMillion ) external onlyOwner { require ( _ownerCutPerMillion < 1000000 , ""The owner cut should be between 0 and 999,999"" ) ; ownerCutPerMillion = _ownerCutPerMillion ; emit ChangedOwnerCutPerMillion ( ownerCutPerMillion ) ; }",Sets the share cut for the owner of the contract that's charged to the seller on a successful sale.
"function safeTransferFrom ( address _from , address _to , uint256 _tokenId , bytes _data ) public { transferFrom ( _from , _to , _tokenId ) ; require ( _checkAndCallSafeTransfer ( _from , _to , _tokenId , _data ) ) ; }",Transfer token from one owner to new one and check if it was properly received if receiver is a contact.
"function validInsertPosition ( Data storage self , uint256 _key , address _prevId , address _nextId ) public view returns ( bool ) { if ( _prevId == address ( 0 ) && _nextId == address ( 0 ) ) { // `(null, null)` is a valid insert position if the list is empty return isEmpty ( self ) ; } else if ( _prevId == address ( 0 ) ) { // `(null, _nextId)` is a valid insert position if `_nextId` is the head of the list return self . head == _nextId && _key >= self . nodes [ _nextId ] . key ; } else if ( _nextId == address ( 0 ) ) { // `(_prevId, null)` is a valid insert position if `_prevId` is the tail of the list return self . tail == _prevId && _key <= self . nodes [ _prevId ] . key ; } else { // `(_prevId, _nextId)` is a valid insert position if they are adjacent nodes and `_key` falls between the two nodes' keys return self . nodes [ _prevId ] . nextId == _nextId && self . nodes [ _prevId ] . key >= _key && _key >= self . nodes [ _nextId ] . key ; } }",Check if a pair of nodes is a valid insertion point for a new node with the given key.
"function getPlayerRounds ( uint256 _pID ) public view returns ( uint256 [ ] , uint256 [ ] ) { uint256 [ ] memory _ethList = new uint256 [ ] ( rID_ ) ; uint256 [ ] memory _winList = new uint256 [ ] ( rID_ ) ; for ( uint i = 0 ; i < rID_ ; i ++ ) { _ethList [ i ] = plyrRnds_ [ _pID ] [ i + 1 ] . eth ; _winList [ i ] = plyrRnds_ [ _pID ] [ i + 1 ] . plyrTmKeys [ round_ [ i + 1 ] . team ] . mul ( round_ [ i + 1 ] . ethPerKey ) / 1000000000000000000 ; } return ( _ethList , _winList ) ; }",Returns _pID player at every round all eths and winnings.
function sendFundsToWallet ( ) external atState ( State . Closed ) { require ( nextDisbursement <= now ) ; if ( disbursementDuration == 0 ) { trustedWallet . transfer ( address ( this ) . balance ) ; return ; } uint256 numberOfDisbursements = now . sub ( nextDisbursement ) . div ( disbursementDuration ) . add ( 1 ) ; nextDisbursement = nextDisbursement . add ( disbursementDuration . mul ( numberOfDisbursements ) ) ; transferToWallet ( disbursementWei . mul ( numberOfDisbursements ) ) ; },Sends the disbursement amount to the wallet after the disbursement period has passed. Can be called by anyone.
"function batchMintTokenPresale ( address [ ] _beneficiaries , uint256 [ ] _amounts ) public onlyOwner onlyPresalePhase { require ( _beneficiaries . length == _amounts . length ) ; for ( uint256 i ; i < _beneficiaries . length ; i = i . add ( 1 ) ) { mintTokenPreSale ( _beneficiaries [ i ] , _amounts [ i ] ) ; } }",OnlyOwner allowed to handle batch presale minting.
function removeAddressFromCaller ( address addr ) onlyOwner public returns ( bool success ) { if ( callers [ addr ] ) { callers [ addr ] = false ; emit CallerAddressRemoved ( addr ) ; success = true ; } },Remove an address from the caller list.
function totalSupply ( ) public view returns ( uint ) { return animecards . length ; },Returns the total number of Animecards currently in existence.
"function withdrawERC20Tokens ( address _tokenContract ) onlyOwner public { CutdownTokenInterface token = CutdownTokenInterface ( _tokenContract ) ; uint256 totalBalance = token . balanceOf ( address ( this ) ) ; token . transfer ( owner , totalBalance ) ; WithdrawnERC20Tokens ( _tokenContract , owner , totalBalance ) ; }",Allows to transfer out the balance of arbitrary ERC20 tokens from the contract.
function setPrimaryGameManager ( address _newGM ) external onlyGameManager { require ( _newGM != address ( 0 ) ) ; gameManagerPrimary = _newGM ; },Assigns a new address to act as the GM.
"function getOrderHash ( address [ 5 ] orderAddresses , uint [ 6 ] orderValues ) public constant returns ( bytes32 ) { return keccak256 ( address ( this ) , orderAddresses [ 0 ] , // maker orderAddresses [ 1 ] , // taker orderAddresses [ 2 ] , // makerToken orderAddresses [ 3 ] , // takerToken orderAddresses [ 4 ] , // feeRecipient orderValues [ 0 ] , // makerTokenAmount orderValues [ 1 ] , // takerTokenAmount orderValues [ 2 ] , // makerFee orderValues [ 3 ] , // takerFee orderValues [ 4 ] , // expirationTimestampInSec orderValues [ 5 ] // salt ) ; }",Calculates Keccak-256 hash of order with specified parameters.
"function setFlag ( uint8 [ SHRINKED_BOARD_SIZE ] visited , uint8 position , uint8 flag ) pure { visited [ position / 4 ] |= flag << ( ( position % 4 ) * 2 ) ; }",Internally used to set a flag in a shrinked board array (used to save gas costs).
"function toList ( RLPItem memory self , uint256 numItems ) internal pure returns ( RLPItem [ ] memory list ) { list = new RLPItem [ ] ( numItems ) ; Iterator memory it = iterator ( self ) ; uint idx ; while ( idx < numItems ) { list [ idx ] = next ( it ) ; idx ++ ; } }",Get the list of sub-items from an RLP encoded list.
"function claimRefundChunk ( uint256 _txFee , uint256 _chunkLength ) public onlyOwner { require ( isFinalized , ""Claim refunds is only possible if the ICO is finalized."" ) ; require ( ! goalReached ( ) , ""Claim refunds is only possible if the soft cap goal has not been reached."" ) ; uint256 _weiRefunded ; address [ ] memory _refundeesList ; ( _weiRefunded , _refundeesList ) = vault . withdrawChunk ( _txFee , _chunkLength ) ; weiRaised = weiRaised . sub ( _weiRefunded ) ; for ( uint256 i = 0 ; i < _refundeesList . length ; i ++ ) { ClinicAllToken ( token ) . burnAfterRefund ( _refundeesList [ i ] ) ; } }",Owner can claim full refund if a crowdsale is unsuccessful.
function addMember ( address _member ) public onlyOwner { members [ _member ] = true ; },Add a valid member address. Only owner.
function dividends ( bool _includeReferralBonus ) external view returns ( uint256 ) { return P3D ( 0xB3775fB83F7D12A36E0475aBdD1FCA35c091efBe ) . myDividends ( _includeReferralBonus ) ; },Get dividends for this contract.
"function minePepe ( uint256 _seed , address _receiver ) public stopWhenHalted returns ( uint256 ) { require ( msg . sender == miner ) ; //only miner contract can call require ( zeroGenPepes < MAX_ZERO_GEN_PEPES ) ; return _newPepe ( randomDNA ( _seed ) , 0 , 0 , 0 , _receiver ) ; }",Mine a new Pepe. Can only be called by the miner contract.
function unlockFunds ( ) external onlyOwner fundingActive { assert ( minFundingReached ) ; assert ( block . timestamp >= fundingUnlockTime ) ; uint unlockedAmount = getLockedBalance ( ) . div ( fundingUnlockFractionInvert ) ; unlockedBalance += unlockedAmount ; assert ( getLockedBalance ( ) > 0 ) ; fundingUnlockTime += fundingUnlockPeriod ; },Unlock funds for withdrawal. Only 1% can be unlocked weekly.
"function checkChangeOwnerArgs ( uint _from , uint _to ) constant returns ( bool ) { if ( _from == 0 ) { LogErrMsg ( ""Change from address is not an owner"" ) ; return false ; } if ( _to != 0 ) { LogErrMsg ( ""Change to address is an owner"" ) ; return false ; } return true ; }",Validates arguments for changeOwner function.
"function LendingBlockToken ( address _owner ) public { tokenEventAddress = msg . sender ; owner = _owner ; totalSupply = 1e9 * 1e18 ; balances [ _owner ] = totalSupply ; Transfer ( address ( 0 ) , _owner , totalSupply ) ; }",Constructor to initiate values msg.sender is the token event contract supply is 1 billion.
function getRate ( ) public view returns ( uint256 ) { return rate ; },Method to check current rate.
function seal ( ) onlyController returns ( bool success ) { tokenController = 0 ; return true ; },`seal()` changes the tokenController to 0 and therefore can only be called by the tokenCreator contract once.
function setRate ( uint256 _newRate ) public onlyDAO { rate = _newRate ; },Called by the DAO to set new rate.
"function sendToBeneficiary ( ) public { uint256 amount = getAvailableAmount ( ) ; alreadyWithdrawn += amount ; require ( token . transfer ( beneficiary , amount ) ) ; }",Sends available amount to stored beneficiary.
function getProxyId ( ) external pure returns ( bytes4 ) { return PROXY_ID ; },Gets the proxy id associated with the proxy address.
"function tokensLocked ( address account , bytes32 reason ) public view returns ( uint256 amount ) { if ( ! locked [ account ] [ reason ] . claimed ) amount = locked [ account ] [ reason ] . amount ; }",Returns tokens locked for a specified address for a specified reason.
function getUSDPrice ( ) view returns ( uint256 ) { return usdCentValue ; },Getter for USD price of tokens.
"function setTokenName ( address _token , string _name ) public onlyOwner tokenExists ( _token ) nameDoesNotExist ( _name ) { TokenMetadata storage token = tokens [ _token ] ; LogTokenNameChange ( _token , token . name , _name ) ; delete tokenByName [ token . name ] ; tokenByName [ _name ] = _token ; token . name = _name ; }",Allows owner to modify an existing token's name.
function decimals ( ) public view returns ( uint8 ) { return decimals ; },Number of decimals of the ERC20 token.
"function calcProfit ( Market market , uint8 outcomeTokenIndex , uint outcomeTokenCount ) public view returns ( uint profit ) { require ( market . eventContract ( ) . getOutcomeCount ( ) > 1 ) ; int [ ] memory netOutcomeTokensSold = getNetOutcomeTokensSold ( market ) ; // Calculate cost level based on net outcome token balances int log2N = Fixed192x64Math . binaryLog ( netOutcomeTokensSold . length * ONE , Fixed192x64Math . EstimationMode . UpperBound ) ; uint funding = market . funding ( ) ; int costLevelBefore = calcCostLevel ( log2N , netOutcomeTokensSold , funding , Fixed192x64Math . EstimationMode . LowerBound ) ; // Subtract outcome token count from the net outcome token balance require ( int ( outcomeTokenCount ) >= 0 ) ; netOutcomeTokensSold [ outcomeTokenIndex ] = netOutcomeTokensSold [ outcomeTokenIndex ] . sub ( int ( outcomeTokenCount ) ) ; // Calculate cost level after balance was updated int costLevelAfter = calcCostLevel ( log2N , netOutcomeTokensSold , funding , Fixed192x64Math . EstimationMode . UpperBound ) ; // Calculate profit as cost level difference if ( costLevelBefore <= costLevelAfter ) costLevelBefore = costLevelAfter ; // Take the floor profit = uint ( costLevelBefore - costLevelAfter ) / ONE ; }",Returns profit for selling given number of outcome tokens.
"function getVendor ( uint256 _vendorId ) public view returns ( string _name , address _vendor , uint256 _timestamp , bool _valid ) { _name = vendors [ _vendorId ] . name ; _vendor = vendors [ _vendorId ] . vendor ; _timestamp = vendors [ _vendorId ] . timestamp ; _valid = vendors [ _vendorId ] . valid ; }",Get the vendor infomation by vendorId.
function balanceOf ( address _holder ) external view returns ( uint256 ) { return balances [ _holder ] ; },Get the balance of the given holder.
function transferPAIReceiptOwnership ( address _newOwnerCandidate ) external ownerOnly { pair . transferOwnership ( _newOwnerCandidate ) ; },Proposes to transfer control of the PAIReceipt contract to a new owner.
"function getNodeLeftChild ( Index storage index , bytes32 nodeId ) constant returns ( bytes32 ) { return index . nodes [ nodeId ] . left ; }",Retrieve the left child id of the node.
