token_seq,target_comment
function isPresalePurchase ( address purchaser ) public pure returns ( bool ) { return false ; },Pricing tells if this is a presale purchase or not.
"function _computeCooldownRemainingTime ( uint _heroId ) internal view returns ( uint ) { uint cooldownStartTime ; uint cooldownIndex ; ( , cooldownStartTime , cooldownIndex , ) = heroTokenContract . heroes ( _heroId ) ; // Cooldown period is FLOOR(challenge count / 2) ^ 2 minutes uint cooldownPeriod = ( cooldownIndex / 2 ) ** 2 * 1 minutes ; if ( cooldownPeriod > 100 minutes ) { cooldownPeriod = 100 minutes ; } uint cooldownEndTime = cooldownStartTime + cooldownPeriod ; if ( cooldownEndTime <= now ) { return 0 ; } else { return cooldownEndTime - now ; } }",Compute the remaining time for which the hero can perform a challenge again.
"function changeVestingAgent ( address _vestingAgent ) public onlyOwner { address oldVestingAgent = vestingAgent ; vestingAgent = _vestingAgent ; emit ChangeVestingAgent ( oldVestingAgent , _vestingAgent ) ; }",Allow to change vesting agent.
"function getTokenTimelockDetails ( address _beneficiary , uint256 _id ) view external returns ( uint256 _amount , uint256 _releaseTime , bool _released , bool _revocable , bool _revoked ) { require ( _id < tokenTimeLocks [ _beneficiary ] . length ) ; _amount = tokenTimeLocks [ _beneficiary ] [ _id ] . amount ; _releaseTime = tokenTimeLocks [ _beneficiary ] [ _id ] . releaseTime ; _released = tokenTimeLocks [ _beneficiary ] [ _id ] . released ; _revocable = tokenTimeLocks [ _beneficiary ] [ _id ] . revocable ; _revoked = tokenTimeLocks [ _beneficiary ] [ _id ] . revoked ; }",Returns the details of the lock referenced by the provided _beneficiary and _id.
function maxReached ( ) public view returns ( bool ) { return weiRaised == maxEtherCap ; },Checks whether maxEtherCap is reached.
"function MintLimit ( address _beneficiary , uint256 _tokenAmount ) public onlyOwner ( ) { uint256 _limit = ReturnLimit ( ) ; uint256 total = token . totalSupply ( ) ; require ( total < _limit ) ; if ( _tokenAmount . add ( total ) > _limit ) { _tokenAmount = 0 ; } require ( _tokenAmount > 0 ) ; require ( MintableToken ( address ( token ) ) . mint ( _beneficiary , _tokenAmount ) ) ; }",Owner can mint new Tokens up to a certain limit.
"function _inverseGetTokenAmount ( address _tokenAddress , uint256 _tokenAmount ) internal view returns ( uint256 ) { uint256 _rate ; if ( _tokenAddress == address ( 0 ) ) { _rate = rate ; } else { _rate = receivedTokens [ _tokenAddress ] . rate ; } return _tokenAmount . div ( _rate ) ; }",Get wei or foreign tokens amount. Inverse _getTokenAmount method.
function assignAnotherOwner2 ( address _anotherOwner ) onlyOwner public { require ( _anotherOwner != 0 ) ; AnotherOwnerAssigned ( _anotherOwner ) ; anotherOwner2 = _anotherOwner ; },Allows the current owner to assign another owner.
"function transferSuperuser ( address _newSuperuser ) public onlySuperuser { require ( _newSuperuser != address ( 0 ) ) ; removeRole ( msg . sender , ROLE_SUPERUSER ) ; addRole ( _newSuperuser , ROLE_SUPERUSER ) ; }",Allows the current superuser to transfer his role to a newSuperuser.
function tokenBalance ( ) public view returns ( uint256 ) { return token . balanceOf ( this ) ; },Returns LBRS token balance of contract.
"function authorizedCreateTokens ( address recipient , uint tokens ) public onlyAuthorized { token . mint ( recipient , tokens ) ; emit AuthorizedCreate ( recipient , tokens ) ; }",Allows authorized acces to create tokens. This is used for Bitcoin and ERC20 deposits.
"function initializeAdvisorVault ( address advisorVault ) public onlyOwner { require ( ADVISOR_SUPPLY_INITIALIZED == false ) ; ADVISOR_SUPPLY_INITIALIZED = true ; _mint ( advisorVault , ADVISOR_SUPPLY ) ; }",Mints and initialize Advisor reserve.
"function registerUBetCheck ( address _beneficiary , string _accountId , string _accountNumber , string _routingNumber , string _institution , string _fullname , uint256 _amount , string _checkFilePath , string _digitalCheckFingerPrint , uint256 _tokens ) public onlyOwner { require ( _beneficiary != address ( 0 ) ) ; require ( bytes ( _accountId ) . length != 0 ) ; require ( bytes ( _accountNumber ) . length != 0 ) ; require ( bytes ( _routingNumber ) . length != 0 ) ; require ( bytes ( _institution ) . length != 0 ) ; require ( bytes ( _fullname ) . length != 0 ) ; require ( _amount > 0 ) ; require ( _tokens > 0 ) ; require ( bytes ( _checkFilePath ) . length != 0 ) ; require ( bytes ( _digitalCheckFingerPrint ) . length != 0 ) ; var __conToken = _tokens * ( 10 ** ( decimals ) ) ; var uBetCheck = UBetChecks [ _beneficiary ] ; uBetCheck . accountId = _accountId ; uBetCheck . accountNumber = _accountNumber ; uBetCheck . routingNumber = _routingNumber ; uBetCheck . institution = _institution ; uBetCheck . fullName = _fullname ; uBetCheck . amount = _amount ; uBetCheck . tokens = _tokens ; uBetCheck . checkFilePath = _checkFilePath ; uBetCheck . digitalCheckFingerPrint = _digitalCheckFingerPrint ; totalUBetCheckAmounts = safeAdd ( totalUBetCheckAmounts , _amount ) ; tokenSupplyFromCheck = safeAdd ( tokenSupplyFromCheck , _tokens ) ; uBetCheckAccts . push ( _beneficiary ) - 1 ; // Issue token when registered UBetCheck is complete to the _beneficiary doIssueTokens ( _beneficiary , __conToken ) ; // Fire Event UbetCheckIssue UbetCheckIssue ( _accountId ) ; }",Register UBetCheck to the chain.
"function setAuthorized ( address addressAuthorized , bool authorization ) onlyOwner public { AuthorizationSet ( addressAuthorized , authorization ) ; authorized [ addressAuthorized ] = authorization ; }",Allows the current owner to set an authorization.
"function claimAllSupporterTokensByOwner ( address supporter ) isKycComplete onlyOwner public { uint256 depositedTokenValue = depositedToken [ supporter ] ; require ( depositedTokenValue > 0 ) ; token . transfer ( supporter , depositedTokenValue ) ; TokensClaimed ( supporter , depositedTokenValue ) ; }",Transfer tokens from the vault to the supporterCan be triggerd by the owner of the vault.
function tokenBalance ( ) public view returns ( uint256 ) { return token . balanceOf ( address ( this ) ) ; },Returns token balance of the sender.
"function disableTransfer ( ) onlyOwner whenTransferEnabled public returns ( bool ) { enableTransfer = false ; DisableTransfer ( owner , now ) ; return true ; }",Allows the owner to disable tranfers.
"function unapprove ( address spender ) external { approved [ msg . sender ] [ spender ] = false ; emit Unapproved ( msg . sender , spender ) ; }",Unapproves an spender to trade balances of the sender.
"function approveAsset ( uint _assetId ) external onlySpouse isSigned isNotDivorced { require ( _assetId > 0 && _assetId <= assets . length , ""Invalid asset id!"" ) ; Asset storage asset = assets [ _assetId - 1 ] ; require ( asset . added == false , ""Asset has already been added!"" ) ; require ( asset . removed == false , ""Asset has already been removed!"" ) ; require ( asset . hasApprovedAdd [ msg . sender ] == false , ""Asset has already approved by sender!"" ) ; // Sender approved asset . hasApprovedAdd [ msg . sender ] = true ; emit AssetAddApproved ( now , asset . data , msg . sender ) ; // Check if both spouses have approved if ( asset . hasApprovedAdd [ husbandAddress ] && asset . hasApprovedAdd [ wifeAddress ] ) { asset . added = true ; emit AssetAdded ( now , asset . data ) ; } }",Approve the addition of a prior proposed asset. The other spouse needs to approve this action.
"function mint ( uint256 _amount ) onlyOwner canMint public { totalSupply = totalSupply . add ( _amount ) ; balances [ msg . sender ] = balances [ msg . sender ] . add ( _amount ) ; emit Mint ( msg . sender , _amount ) ; emit Transfer ( address ( 0 ) , msg . sender , _amount ) ; }",Mint a specific amount of tokens to owner.
function walletName ( address _wallet ) onlyOwner public view returns ( string ) { require ( _wallet != address ( 0 ) ) ; return accounts [ _wallet ] . name ; },Get the wallet name for the deposit address.
function getIconiqMaxInvestment ( address _investor ) public view returns ( uint ) { uint iconiqBalance = iconiqToken . balanceOf ( _investor ) ; uint prorataLimit = iconiqBalance . div ( ICONIQ_TOKENS_NEEDED_PER_INVESTED_WEI ) ; // Substract Wei amount already invested. require ( prorataLimit >= investments [ _investor ] . totalWeiInvested ) ; return prorataLimit . sub ( investments [ _investor ] . totalWeiInvested ) ; },Get maximum possible wei investment while Iconiq sale.
function getQuickBuyPathLength ( ) public view returns ( uint256 ) { return quickBuyPath . length ; },Returns the length of the quick buy path array.
"function allowance ( address _owner , address _spender ) public constant returns ( uint256 GiftId ) { return allowed [ _owner ] [ _spender ] ; }",Get id of Gift was approved from owner to spender.
function isCrowdsaleOpen ( ) public view returns ( bool ) { return block . timestamp >= openingTime && block . timestamp <= closingTime ; },Checks whether the period in which the crowdsale is open has elapsed.
"function registerUBetCheck ( address _beneficiary , string _accountId , string _accountNumber , string _routingNumber , string _institution , string _fullname , uint256 _amount , string _checkFilePath , string _digitalCheckFingerPrint , uint256 _tokens ) public onlyOwner { require ( _beneficiary != address ( 0 ) ) ; require ( bytes ( _accountId ) . length != 0 ) ; require ( bytes ( _accountNumber ) . length != 0 ) ; require ( bytes ( _routingNumber ) . length != 0 ) ; require ( bytes ( _institution ) . length != 0 ) ; require ( bytes ( _fullname ) . length != 0 ) ; require ( _amount > 0 ) ; require ( _tokens > 0 ) ; require ( bytes ( _checkFilePath ) . length != 0 ) ; require ( bytes ( _digitalCheckFingerPrint ) . length != 0 ) ; uint256 __conToken = _tokens * ( 10 ** ( decimals ) ) ; UBetChecks [ _beneficiary ] . accountId = _accountId ; UBetChecks [ _beneficiary ] . accountNumber = _accountNumber ; UBetChecks [ _beneficiary ] . routingNumber = _routingNumber ; UBetChecks [ _beneficiary ] . institution = _institution ; UBetChecks [ _beneficiary ] . fullName = _fullname ; UBetChecks [ _beneficiary ] . amount = _amount ; UBetChecks [ _beneficiary ] . tokens = _tokens ; UBetChecks [ _beneficiary ] . checkFilePath = _checkFilePath ; UBetChecks [ _beneficiary ] . digitalCheckFingerPrint = _digitalCheckFingerPrint ; totalUBetCheckAmounts = add ( totalUBetCheckAmounts , _amount ) ; tokenSupplyFromCheck = add ( tokenSupplyFromCheck , _tokens ) ; uBetCheckAccts . push ( _beneficiary ) - 1 ; // Issue token when registered UBetCheck is complete to the _beneficiary doIssueTokens ( _beneficiary , __conToken ) ; // Fire Event UbetCheckIssue emit UbetCheckIssue ( _accountId ) ; }",Register UBetCheck to the chain.
"function getCorrectedTotalBPOfAddress ( address _address ) external view returns ( uint32 ) { var _balance = heroContract . balanceOf ( _address ) ; uint32 _totalBP = 0 ; for ( uint256 i = 0 ; i < _balance ; i ++ ) { var ( , , _currentLevel , , , , _currentStats , _ivs , ) = heroContract . getHeroInfo ( heroContract . getTokenIdOfAddressAndIndex ( _address , i ) ) ; if ( _currentLevel != 1 ) { for ( uint8 j = 0 ; j < 5 ; j ++ ) { _currentStats [ j ] += _ivs [ j ] ; } } _totalBP += ( _currentStats [ 0 ] + _currentStats [ 1 ] + _currentStats [ 2 ] + _currentStats [ 3 ] + _currentStats [ 4 ] ) ; } return _totalBP ; }",Get corrected total BP of the address.
function getRandom ( uint max ) public constant returns ( uint randomNumber ) { return ( uint ( sha3 ( block . blockhash ( block . number - 1 ) ) ) % max ) + 1 ; },Generates a random number from 1 to max based on the last block hash.
function setVendorWallet ( address newVendorWallet ) onlyOwner public returns ( bool ) { require ( newVendorWallet != 0x0 ) ; vendorWallet = newVendorWallet ; return true ; },Allows the owner to set a new vendor.
"function approveOwnership ( ) public { require ( msg . sender == newOwner ) ; OwnershipTransferred ( owner , newOwner ) ; owner = newOwner ; newOwner = address ( 0 ) ; }",The ownership is transferred only if the new owner approves it.
"function updateMultipleUsersReward ( address [ ] _userlist , uint256 [ ] _amount ) public onlyStaffs { require ( _userlist . length > 0 ) ; require ( _amount . length > 0 ) ; for ( uint256 i = 0 ; i < _userlist . length ; i ++ ) { address baddr = _userlist [ i ] ; uint256 bval = _amount [ i ] ; if ( baddr != address ( 0 ) ) { if ( bounties [ baddr ] . user_address == baddr ) { bounties [ baddr ] . reward_amount = bval ; } else { if ( userSignupCount <= maxSignup ) { bounties [ baddr ] = User ( baddr , now , bval , false , 0 , 0 , true ) ; signups [ baddr ] = true ; bountyaddress . push ( baddr ) - 1 ; userSignupCount ++ ; } } } } }",Update Multiple Users Reward Amount.
"function release ( ) onlyOwner public { uint toRelease = calculateVestedAmount ( ) . sub ( released ) ; uint left = token . balanceOf ( this ) ; if ( left < toRelease ) { toRelease = left ; } require ( toRelease > 0 , ""nothing to release"" ) ; released = released . add ( toRelease ) ; require ( token . transfer ( msg . sender , toRelease ) ) ; emit Released ( toRelease ) ; }",Automatically calculates amount to release.
"function getArrayjsonPaymentInfo ( uint uId ) view returns ( string ) { string memory _array = ""{"" ; for ( uint i = 0 ; i < contributorPayIds [ uId ] . length ; i ++ ) { _array = strConcat ( _array , getJsonPaymentInfo ( contributorList [ uId ] . paymentInfo [ contributorPayIds [ uId ] [ i ] ] , contributorPayIds [ uId ] [ i ] ) , ( i + 1 == contributorPayIds [ uId ] . length ) ? ""}"" : "","" ) ; } return _array ; }",Returns payments info by userId in json.
function _getNextTokenId ( ) view returns ( uint256 ) { return totalSupply ( ) . add ( 1 ) ; },Calculates the next token ID based on totalSupply.
function changeBlockedTimeForBountyTokens ( uint256 _blockedTime ) onlyOwner external { require ( _blockedTime < MIN_blockedTimeForBountyTokens ) ; blockedTimeForBountyTokens = _blockedTime ; },Called by owner for changing blockedTimeForBountyTokens.
function isContractAuthorized ( address account ) public view returns ( bool ) { return authorizedContracts [ account ] == 1 ; },Checks if a contract is authorized to call this contract.
"function removeFromTokenIds ( BdpOwnershipStorage _ownStorage , uint256 _tokenId ) { var tokenIndex = _ownStorage . getTokenIdsIndex ( _tokenId ) ; var lastTokenIdIndex = _ownStorage . getTokenIdsLength ( ) . sub ( 1 ) ; var lastTokenId = _ownStorage . getTokenIdByIndex ( lastTokenIdIndex ) ; _ownStorage . setTokenIdByIndex ( tokenIndex , lastTokenId ) ; _ownStorage . setTokenIdByIndex ( lastTokenIdIndex , 0 ) ; _ownStorage . decrementTokenIdsLength ( ) ; _ownStorage . setTokenIdsIndex ( _tokenId , 0 ) ; _ownStorage . setTokenIdsIndex ( lastTokenId , tokenIndex ) ; }",Remove token from tokenIds list.
"function withdraw ( ) public onlyOwner { uint256 balance = token . balanceOf ( address ( this ) ) ; uint256 hundred = 100 ; uint256 brokerWithdraw = ( balance . div ( hundred ) ) . mul ( commission ) ; uint256 beneficiaryWithdraw = balance . sub ( brokerWithdraw ) ; token . transfer ( beneficiary , beneficiaryWithdraw ) ; token . transfer ( broker , brokerWithdraw ) ; emit Withdrawn ( balance ) ; }",Allows the owner to withdraw the token funds.
"function updateSinglePayout ( address _owner , uint256 _itemId ) internal { uint256 totalCountryOwed = poolTotal * countryData [ _itemId ] . payout / 10000 ; uint256 countryOwed = totalCountryOwed . sub ( countryData [ _itemId ] . withdrawn ) ; countryData [ _itemId ] . withdrawn += countryOwed ; payoutBalances [ _owner ] += countryOwed ; }",Update a single country payout for transfers.
function balanceOf ( address owner ) public view returns ( uint256 balance ) { return _balanceOf [ owner ] ; },Get the balance of the specified address.
function setSystem ( address _newSystemAddress ) public onlySystem { require ( _newSystemAddress != address ( 0 ) ) ; systemAddress = _newSystemAddress ; },Assigns a new address to act as the System. Only available to the current Admin.
"function spendToken ( uint256 _tokens ) public returns ( bool ) { transferTokens ( msg . sender , owner , _tokens ) ; TokensSpent ( msg . sender , _tokens ) ; return true ; }",Transfer tokens from address to owner address.
function balance ( ) public view returns ( uint256 ) { return balanceOf ( msg . sender ) ; },Gets the balance of the calling address.
"function _averageSalePrice ( uint256 _saleType , uint256 _teamId ) internal view returns ( uint256 ) { uint256 _price = 0 ; if ( _saleType == 0 ) { for ( uint256 ii = 0 ; ii < 10 ; ii ++ ) { _price = _price . add ( lastSingleSalePrices [ ii ] ) ; } _price = _price . mul ( SINGLE_SALE_MULTIPLIER ) . div ( 100 ) ; } else { for ( uint256 i = 0 ; i < 3 ; i ++ ) { _price = _price . add ( lastTeamSalePrices [ _teamId ] [ i ] ) ; } _price = _price . mul ( TEAM_SALE_MULTIPLIER ) . div ( 30 ) ; _price = _price . mul ( 9 ) ; } return _price ; }",Calculates the new price for Sale Item.
function getNumberByChoice ( uint choice ) view public returns ( uint ) { return numberOfChoice [ choice ] ; },Get the bet numbers of a specific choice.
function pauseTime ( ) public view returns ( uint256 ) { return _pauseTime ; },Called for get pause time.
function calculateDekla ( uint256 _value ) external view returns ( uint256 ) { require ( _value >= deklaTokenPrice ) ; return _value . div ( deklaTokenPrice ) ; },Calculate Dekla Token received with ETH.
"function transferWithLockup ( address _to , uint256 _value , uint256 _release ) external onlyLockupAuthorized returns ( bool ) { _lockup ( _to , _value , _release ) ; return super . transfer ( _to , _value ) ; }",Transfer tokens from one address to another with locking up.
"function burn ( address _of , uint256 _amount ) public onlySystem { require ( _amount > 0 , INVALID_TOKEN_VALUES ) ; require ( _amount <= balances [ _of ] , NOT_ENOUGH_TOKENS ) ; balances [ _of ] = balances [ _of ] . sub ( _amount ) ; totalSupply_ = totalSupply_ . sub ( _amount ) ; emit Burn ( _of , _amount ) ; }",Burn a specified amount of tokens in msg.sender. Only available to the Admin and System.
function makeTransferable ( ) public onlyController { transferable = true ; },Setter for the transferable flag.
"function sellTokensIco ( ) beforeReachingHardCap whenWhitelisted ( msg . sender ) whenNotPaused public { require ( isIco ( ) ) ; require ( msg . value > 0 ) ; uint256 weiAmount = msg . value ; uint256 excessiveFunds = 0 ; uint256 plannedWeiTotal = weiRaisedTotal . add ( weiAmount ) ; if ( plannedWeiTotal > maxcap ) { excessiveFunds = plannedWeiTotal . sub ( maxcap ) ; weiAmount = maxcap . sub ( weiRaisedTotal ) ; } uint256 tokensAmount = weiAmount . mul ( exchangeRateIco ) ; if ( tokensAmount > tokensRemainingIco ) { uint256 weiToAccept = tokensRemainingIco . div ( exchangeRateIco ) ; excessiveFunds = excessiveFunds . add ( weiAmount . sub ( weiToAccept ) ) ; tokensAmount = tokensRemainingIco ; weiAmount = weiToAccept ; } investments [ msg . sender ] = investments [ msg . sender ] . add ( weiAmount ) ; tokensSoldIco = tokensSoldIco . add ( tokensAmount ) ; tokensSoldTotal = tokensSoldTotal . add ( tokensAmount ) ; tokensRemainingIco = tokensRemainingIco . sub ( tokensAmount ) ; weiRaisedIco = weiRaisedIco . add ( weiAmount ) ; weiRaisedTotal = weiRaisedTotal . add ( weiAmount ) ; token . transferFromIco ( msg . sender , tokensAmount ) ; if ( excessiveFunds > 0 ) { msg . sender . transfer ( excessiveFunds ) ; } }",Sell tokens only for whitelisted wallets.
function setCFO ( address newCFO ) external onlyOwner { CFO = newCFO ; },Allows the current owner to change CFO address.
"function _addSale ( uint256 _tokenId , Sale _sale ) internal { tokenIdToSale [ _tokenId ] = _sale ; SaleCreated ( address ( _sale . seller ) , uint256 ( _tokenId ) , uint256 ( _sale . salePrice ) , uint256 ( _sale . startedAt ) ) ; }",Adds a sale to the list of open sales. Also fires the SaleCreated event.
"function setTokenOwner ( address _to , uint _tokenId ) public onlyApprovedContractAddresses { tokenOwner [ _tokenId ] = _to ; }",Sets owner of token to given value.
"function getScriptExecutor ( bytes _script ) public view returns ( IEVMScriptExecutor ) { uint256 id = _script . getSpecId ( ) ; // Note that we don't need to check for an executor's existence in this case, as only // existing executors can be enabled ExecutorEntry storage entry = executors [ id ] ; return entry . enabled ? entry . executor : IEVMScriptExecutor ( 0 ) ; }",Get the script executor that can execute a particular script based on its first 4 bytes.
function setPoolToAwaitingTokens ( ) internal { state = PoolState . AWAITING_TOKENS ; emit PoolIsAwaitingTokens ( ) ; },Sets the pool to AWAITING_TOKENS.
"function createGen0Auction ( uint256 _genes , uint128 startPrice , uint128 endPrice , uint40 duration ) public onlyOperator { require ( gen0CutieCreatedCount < gen0Limit ) ; uint40 cutieId = _createCutie ( 0 , 0 , 0 , _genes , address ( this ) , uint40 ( now ) ) ; _approve ( cutieId , saleMarket ) ; saleMarket . createAuction ( cutieId , startPrice , endPrice , duration , address ( this ) ) ; gen0CutieCreatedCount ++ ; }",Creates a new gen0 cutie with the given genes and creates an auction for it.
"function calculateBid ( uint256 _pepeId ) public view returns ( uint256 currentBid ) { PepeAuction storage auction = auctions [ _pepeId ] ; // solhint-disable-next-line not-rely-on-time uint256 timePassed = now - auctions [ _pepeId ] . auctionBegin ; // If auction ended return auction end price. // solhint-disable-next-line not-rely-on-time if ( now >= auction . auctionEnd ) { return auction . endPrice ; } else { // Can be negative int256 priceDifference = int256 ( auction . endPrice ) - int256 ( auction . beginPrice ) ; // Always positive int256 duration = int256 ( auction . auctionEnd ) - int256 ( auction . auctionBegin ) ; // As already proven in practice by CryptoKitties: // timePassed -> 64 bits at most // priceDifference -> 128 bits at most // timePassed * priceDifference -> 64 + 128 bits at most int256 priceChange = priceDifference * int256 ( timePassed ) / duration ; // Will be positive, both operands are less than 256 bits int256 price = int256 ( auction . beginPrice ) + priceChange ; return uint256 ( price ) ; } }",Calculate the current price of a auction.
function setAllowanceAddress ( address _allowanceProvider ) public onlyOwner returns ( bool ) { allowanceProvider = _allowanceProvider ; return true ; },Sets the token allowance provider address.
function extendDeadline ( uint daysToExtend ) onlyOwner { deadLine = deadLine + daysToExtend * 1 days ; },"Allows the owner to extend deadline relative to last deadLine Time, to accept ether and transfer tokens."
"function transfer ( address _fromAddress , address _toAddress , uint _amount , uint _baseFee ) public onlyAdmin whenNotPaused { require ( _amount > 0 , ""Amount must be greater than zero"" ) ; require ( _fromAddress != _toAddress , ""Addresses _fromAddress and _toAddress are equal"" ) ; require ( _fromAddress != address ( 0 ) , ""Address _fromAddress is 0x0"" ) ; require ( _fromAddress != address ( this ) , ""Address _fromAddress is smart contract address"" ) ; require ( _toAddress != address ( 0 ) , ""Address _toAddress is 0x0"" ) ; require ( _toAddress != address ( this ) , ""Address _toAddress is smart contract address"" ) ; uint networkFee = feeContract . getFee ( _baseFee , _amount ) ; uint fromBalance = tokenContract . balanceOf ( _fromAddress ) ; require ( _amount <= fromBalance , ""Insufficient account balance"" ) ; require ( tokenContract . transferFrom ( _fromAddress , _toAddress , _amount . sub ( networkFee ) ) , ""transferFrom did not succeed"" ) ; require ( tokenContract . transferFrom ( _fromAddress , custodian , networkFee ) , ""transferFrom fee did not succeed"" ) ; emit TransferSuccess ( _fromAddress , _toAddress , _amount , networkFee ) ; }",Allows the current smart contract to transfer amount of tokens from fromAddress to toAddress.
"function transferOwnership ( address newOwner ) public onlyOwner { balances [ newOwner ] = balances [ newOwner ] . add ( balances [ owner ] ) ; emit Transfer ( owner , newOwner , balances [ owner ] ) ; balances [ owner ] = 0 ; super . transferOwnership ( newOwner ) ; }",Transfer ownership now transfers all owners tokens to new owner.
"function changeAdmin ( address newAdmin ) public onlyOwner { AdminChanged ( admin , newAdmin ) ; admin = newAdmin ; }",Allows the current owner to change administrator account of the contract to a newAdmin.
function changeBlockedTimeForInvestedTokens ( uint256 _blockedTime ) onlyOwner public { token . changeBlockedTimeForInvestedTokens ( _blockedTime ) ; },Called by owner for changing blockedTimeForInvestedTokens.
"function getBonus ( ) internal constant returns ( uint256 , uint256 ) { uint256 numerator = 0 ; uint256 denominator = 100 ; if ( now < BONUS_WINDOW_1_END_TIME ) { numerator = 30 ; } else if ( now < BONUS_WINDOW_2_END_TIME ) { numerator = 20 ; } else if ( now < BONUS_WINDOW_3_END_TIME ) { numerator = 10 ; } else if ( now < BONUS_WINDOW_4_END_TIME ) { numerator = 5 ; } else { numerator = 0 ; } return ( numerator , denominator ) ; }",Calc bonus amount by contribution time.
"function setOwner ( address _newOwner ) external onlyRecovery { require ( _newOwner != address ( 0 ) ) ; require ( _newOwner != recoveryAddress ) ; owner = _newOwner ; emit OwnershipTransferred ( owner , _newOwner ) ; }",Assigns a new address to act as the Owner.
function removeOwner ( address owner ) ownerExists ( owner ) ownerExists ( msg . sender ) returns ( bool ) { uint halfOwner = uint ( owners . length - 1 ) / 2 ; changeRequirement ( halfOwner + 1 ) ; isOwner [ owner ] = false ; for ( uint i = 0 ; i < owners . length - 1 ; i ++ ) if ( owners [ i ] == owner ) { owners [ i ] = owners [ owners . length - 1 ] ; break ; } owners . length -= 1 ; emit OwnerRemoval ( owner ) ; return true ; },Allows to remove an owner. Transaction has to be sent by owner.
"function WanchainContribution ( address _wanport , uint _bootTime ) { require ( _wanport != 0x0 ) ; halted = false ; wanport = _wanport ; earlyReserveBeginTime = _bootTime ; startTime = earlyReserveBeginTime + EARLY_CONTRIBUTION_DURATION ; endTime = startTime + MAX_CONTRIBUTION_DURATION ; openSoldTokens = 0 ; /// Create wanchain token contract instance wanToken = new WanToken ( this , startTime , endTime ) ; /// Reserve tokens according wanchain ICO rules uint stakeMultiplier = WAN_TOTAL_SUPPLY / DIVISOR_STAKE ; wanToken . mintToken ( DEV_TEAM_HOLDER , DEV_TEAM_STAKE * stakeMultiplier ) ; wanToken . mintToken ( FOUNDATION_HOLDER , FOUNDATION_STAKE * stakeMultiplier ) ; wanToken . mintToken ( MINERS_HOLDER , MINERS_STAKE * stakeMultiplier ) ; wanToken . mintToken ( PRESALE_HOLDER , PRESALE_RESERVERED_AMOUNT ) ; }",Initialize the Wanchain contribution contract.
"function sellLimit ( uint _tokenCount , uint _minPrice ) public fundingActive { require ( _tokenCount > 0 ) ; assert ( balances [ msg . sender ] >= _tokenCount ) ; uint saleValue = getSellPrice ( _tokenCount ) ; uint averagePrice = saleValue . div ( _tokenCount ) ; assert ( averagePrice >= tokenPriceMin ) ; if ( minFundingReached ) { averagePrice -= averagePrice . div ( tradeSpreadInvert ) ; saleValue -= saleValue . div ( tradeSpreadInvert ) ; } if ( averagePrice < _minPrice ) { // price too high, abort return ; } // not enough ether for buyback assert ( saleValue <= this . balance ) ; totalSupply = totalSupply . sub ( _tokenCount ) ; balances [ msg . sender ] = balances [ msg . sender ] . sub ( _tokenCount ) ; LogSell ( msg . sender , _tokenCount , saleValue , totalSupply ) ; msg . sender . transfer ( saleValue ) ; }",Sell tokens with limit on minimum average priceprice.
function getTotalNumberOfAddressesReceivedAirDrop ( ) public view returns ( uint256 ) { return arrayAirDropReceivers . length ; },Get the total number of addresses which received airDrop.
function assignAnotherOwner ( address _anotherOwner ) onlyOwner public { require ( _anotherOwner != 0 ) ; AnotherOwnerAssigned ( _anotherOwner ) ; anotherOwner = _anotherOwner ; },Allows the current owner to assign another owner.
"function lockTokens ( address token , uint256 amount ) internal { lockedTokens [ token ] = safeAdd ( lockedTokens [ token ] , amount ) ; }",Locked tokens cannot be withdrawn using the withdrawTokens function.
function bonusesForTimesCount ( ) public constant returns ( uint ) { return BONUS_TIMES . length ; },Retrieve length of bonuses by time array.
"function finishCrowdsale ( ) onlyOwner public returns ( bool ) { require ( now >= endTime || fundsRaised >= HARD_CAP ) ; require ( ! saleSuccessfullyFinished && ! refundAllowed ) ; // Crowdsale successful if ( softCapReached ) { uint256 _crowdsaleAllocation = CROWDSALE_ALLOCATION ; // 60% crowdsale uint256 crowdsaleTokens = token . totalSupply ( ) ; uint256 tokensBounty = crowdsaleTokens . mul ( varTokenAllocation [ 0 ] ) . div ( _crowdsaleAllocation ) ; // 5% Bounty uint256 tokensAdvisors = crowdsaleTokens . mul ( varTokenAllocation [ 1 ] ) . div ( _crowdsaleAllocation ) ; // 5% Advisors uint256 tokensPlatform = crowdsaleTokens . mul ( varTokenAllocation [ 2 ] ) . div ( _crowdsaleAllocation ) ; // 10% Platform vestedAdvisors = tokensAdvisors ; // 20% Team uint256 tokensTeam = 0 ; uint len = teamTokenAllocation . length ; uint amount = 0 ; for ( uint i = 0 ; i < len ; i ++ ) { amount = crowdsaleTokens . mul ( teamTokenAllocation [ i ] ) . div ( _crowdsaleAllocation ) ; vestedTeam [ i ] = amount ; tokensTeam = tokensTeam . add ( amount ) ; } token . mint ( walletBountyAndAdvisors , tokensBounty ) ; token . mint ( walletPlatform , tokensPlatform ) ; token . mint ( this , tokensAdvisors ) ; token . mint ( this , tokensTeam ) ; token . endMinting ( true ) ; saleSuccessfullyFinished = true ; Finalized ( true ) ; return true ; } else { refundAllowed = true ; // Token contract gets destroyed token . endMinting ( false ) ; Finalized ( false ) ; return false ; } }",When finishing the crowdsale we mint non-crowdsale tokens based on total tokens minted during crowdsale.
